openmarket,2020-05-04T00:00:00,10054.765
blackjack,2020-05-04T00:00:00,5910.0
tickets,2020-05-04T00:00:00,2977.0
payment,2020-05-04T00:00:00,2600.01
trading,2020-05-04T00:00:00,2563.0
lottery,2020-05-04T00:00:00,1700.25625242467
wallets,2020-05-04T00:00:00,1415.0
openexchange,2020-05-04T00:00:00,1375.0
messenger,2020-05-04T00:00:00,1334.0
network,2020-05-04T00:00:00,1221.11
hosting,2020-05-04T00:00:00,1129.0
mywallet,2020-05-04T00:00:00,1112.0
qianbao,2020-05-04T00:00:00,1001.0
contracts,2020-05-04T00:00:00,1000.25625242467
service,2020-05-04T00:00:00,934.0
marketing,2020-05-04T00:00:00,520.0
shanghai,2020-05-04T00:00:00,520.0
charity,2020-05-04T00:00:00,516.0
donation,2020-05-04T00:00:00,512.0
lending,2020-05-04T00:00:00,500.0
singapore,2020-05-04T00:00:00,356.78
7777777,2020-05-04T00:00:00,351.11111
product,2020-05-04T00:00:00,334.0
express,2020-05-04T00:00:00,333.99
barclays,2020-05-04T00:00:00,331.133
healthcare,2020-05-04T00:00:00,330.0
california,2020-05-04T00:00:00,323.88
forward,2020-05-04T00:00:00,303.0
program,2020-05-04T00:00:00,301.0
alibaba,2020-05-04T00:00:00,301.0
8888888,2020-05-04T00:00:00,301.0
fashion,2020-05-04T00:00:00,301.0
foundation,2020-05-04T00:00:00,300.0
pornhub,2020-05-04T00:00:00,292.0
startup,2020-05-04T00:00:00,267.988
capitalone,2020-05-04T00:00:00,266.67
roulette,2020-05-04T00:00:00,242.0
bittrade,2020-05-04T00:00:00,238.0
university,2020-05-04T00:00:00,234.5
americanexpress,2020-05-04T00:00:00,227.262524
toronto,2020-05-04T00:00:00,219.0
silkroad,2020-05-04T00:00:00,210.0
business,2020-05-04T00:00:00,210.0
dropbox,2020-05-04T00:00:00,206.0
sportsbet,2020-05-04T00:00:00,204.01
slotmachine,2020-05-04T00:00:00,203.14678
philips,2020-05-04T00:00:00,202.202
flowers,2020-05-04T00:00:00,202.01
services,2020-05-04T00:00:00,200.67
harvard,2020-05-04T00:00:00,188.0
anonymous,2020-05-04T00:00:00,187.65
vancouver,2020-05-04T00:00:00,175.0
college,2020-05-04T00:00:00,167.0
stablecoin,2020-05-04T00:00:00,155.0123
allstate,2020-05-04T00:00:00,153.4242
database,2020-05-04T00:00:00,145.0
purchase,2020-05-04T00:00:00,141.588130308
jpmorgan,2020-05-04T00:00:00,139.51
statestreet,2020-05-04T00:00:00,134.76
mediator,2020-05-04T00:00:00,134.0
softbank,2020-05-04T00:00:00,132.8952
android,2020-05-04T00:00:00,132.0
websites,2020-05-04T00:00:00,130.0
olympics,2020-05-04T00:00:00,125.4242
journal,2020-05-04T00:00:00,125.27
hongkong,2020-05-04T00:00:00,123.45
address,2020-05-04T00:00:00,123.45
mailbox,2020-05-04T00:00:00,120.0
wedding,2020-05-04T00:00:00,119.0
wellsfargo,2020-05-04T00:00:00,118.811
ethwallet,2020-05-04T00:00:00,118.0
medicare,2020-05-04T00:00:00,116.777
investment,2020-05-04T00:00:00,116.0
charities,2020-05-04T00:00:00,111.33
washington,2020-05-04T00:00:00,111.111
science,2020-05-04T00:00:00,108.000027
marriage,2020-05-04T00:00:00,105.0
louisvuitton,2020-05-04T00:00:00,104.987654321
portfolio,2020-05-04T00:00:00,103.14678
hedgefund,2020-05-04T00:00:00,102.88
factory,2020-05-04T00:00:00,102.3
rentals,2020-05-04T00:00:00,102.21
wallstreet,2020-05-04T00:00:00,102.13
robotics,2020-05-04T00:00:00,102.0
brainbot,2020-05-04T00:00:00,101.0
123456789,2020-05-04T00:00:00,101.0
location,2020-05-04T00:00:00,100.0
poloniex,2020-05-04T00:00:00,100.0
prediction,2020-05-04T00:00:00,100.0
delivered,2020-05-04T00:00:00,100.0
monsanto,2020-05-04T00:00:00,100.0
mediation,2020-05-04T00:00:00,100.0
sterling,2020-05-04T00:00:00,100.0
siliconvalley,2020-05-04T00:00:00,93.7
telefonica,2020-05-04T00:00:00,91.34
88888888,2020-05-04T00:00:00,89.618
qukuailian,2020-05-04T00:00:00,89.0
personal,2020-05-04T00:00:00,88.8
government,2020-05-04T00:00:00,88.8
freemarket,2020-05-04T00:00:00,88.0
abnamro,2020-05-04T00:00:00,87.63
australia,2020-05-04T00:00:00,86.765
iconomi,2020-05-04T00:00:00,82.2
ethtrade,2020-05-04T00:00:00,82.0
5201314,2020-05-04T00:00:00,80.0
toutiao,2020-05-04T00:00:00,79.2
smartcontract,2020-05-04T00:00:00,79.0
coupons,2020-05-04T00:00:00,78.12
website,2020-05-04T00:00:00,78.1
enterprise,2020-05-04T00:00:00,78.1
passport,2020-05-04T00:00:00,78.1
rakuten,2020-05-04T00:00:00,76.82
connect,2020-05-04T00:00:00,76.67
pinterest,2020-05-04T00:00:00,76.23
giftcard,2020-05-04T00:00:00,75.72
merrilllynch,2020-05-04T00:00:00,75.01
freelance,2020-05-04T00:00:00,73.21
records,2020-05-04T00:00:00,67.73
standard,2020-05-04T00:00:00,66.67
transfer,2020-05-04T00:00:00,64.866
smarthome,2020-05-04T00:00:00,64.01
vanguard,2020-05-04T00:00:00,61.21
westernunion,2020-05-04T00:00:00,61.1
shenzhen,2020-05-04T00:00:00,58.63
exception,2020-05-04T00:00:00,57.89
princeton,2020-05-04T00:00:00,57.58
morganstanley,2020-05-04T00:00:00,56.9
cocacola,2020-05-04T00:00:00,56.8752
credit-suisse,2020-05-04T00:00:00,56.77
guarantee,2020-05-04T00:00:00,56.34
netherlands,2020-05-04T00:00:00,56.180001
carinsurance,2020-05-04T00:00:00,55.1
minecraft,2020-05-04T00:00:00,54.8752
diamonds,2020-05-04T00:00:00,54.0
freeporn,2020-05-04T00:00:00,52.618
onlinecasino,2020-05-04T00:00:00,52.3
honeywell,2020-05-04T00:00:00,52.25
ycombinator,2020-05-04T00:00:00,52.22
handelsbanken,2020-05-04T00:00:00,52.1
etherwallet,2020-05-04T00:00:00,52.0
patents,2020-05-04T00:00:00,52.0
999999999,2020-05-04T00:00:00,52.0
0123456789,2020-05-04T00:00:00,51.111
moneygram,2020-05-04T00:00:00,51.04
starcraft,2020-05-04T00:00:00,51.01
discount,2020-05-04T00:00:00,51.0
swisscom,2020-05-04T00:00:00,51.0
trademe,2020-05-04T00:00:00,50.51
knowledge,2020-05-04T00:00:00,50.4242
liberty,2020-05-04T00:00:00,50.1
artificialintelligence,2020-05-04T00:00:00,50.0
lamborghini,2020-05-04T00:00:00,50.0
satoshidice,2020-05-04T00:00:00,50.0
deliver,2020-05-04T00:00:00,50.0
michael,2020-05-04T00:00:00,50.0
goldmansachs,2020-05-04T00:00:00,50.0
billionaire,2020-05-04T00:00:00,50.0
photography,2020-05-04T00:00:00,50.0
zhifubao,2020-05-04T00:00:00,50.0
hackathon,2020-05-04T00:00:00,48.2
analytics,2020-05-04T00:00:00,47.1
drugstore,2020-05-04T00:00:00,46.7
investor,2020-05-04T00:00:00,46.1
dividend,2020-05-04T00:00:00,45.952
exchangerate,2020-05-04T00:00:00,45.67
bakerhughes,2020-05-04T00:00:00,45.0
unitedkingdom,2020-05-04T00:00:00,44.0
wordpress,2020-05-04T00:00:00,43.8652
donations,2020-05-04T00:00:00,43.4
lockheedmartin,2020-05-04T00:00:00,43.0
computer,2020-05-04T00:00:00,42.862
tacobell,2020-05-04T00:00:00,42.68
japanpostbank,2020-05-04T00:00:00,42.58
credits,2020-05-04T00:00:00,42.42
buyether,2020-05-04T00:00:00,42.0
technology,2020-05-04T00:00:00,41.23
allianz,2020-05-04T00:00:00,41.03
available,2020-05-04T00:00:00,41.0
reserve,2020-05-04T00:00:00,41.0
trademark,2020-05-04T00:00:00,40.3
octopus,2020-05-04T00:00:00,40.151
caribbean,2020-05-04T00:00:00,39.59
provenance,2020-05-04T00:00:00,38.8
electric,2020-05-04T00:00:00,38.8
financialservices,2020-05-04T00:00:00,38.01
platform,2020-05-04T00:00:00,38.0
realtor,2020-05-04T00:00:00,38.0
mercedes,2020-05-04T00:00:00,37.86
computers,2020-05-04T00:00:00,37.62
tendermint,2020-05-04T00:00:00,37.5
founders,2020-05-04T00:00:00,37.1
supplychain,2020-05-04T00:00:00,36.93
xvideos,2020-05-04T00:00:00,36.88
astrazeneca,2020-05-04T00:00:00,36.6789
wholefoods,2020-05-04T00:00:00,36.6
marriott,2020-05-04T00:00:00,36.5
unitedhealthgroup,2020-05-04T00:00:00,36.4242
wesfarmers,2020-05-04T00:00:00,36.2
manager,2020-05-04T00:00:00,36.1
television,2020-05-04T00:00:00,35.87
shibuya,2020-05-04T00:00:00,35.777
wimbledon,2020-05-04T00:00:00,35.67
qualcomm,2020-05-04T00:00:00,35.5
nintendo,2020-05-04T00:00:00,35.35
tutorial,2020-05-04T00:00:00,35.0
taylorswift,2020-05-04T00:00:00,34.7623
supermarket,2020-05-04T00:00:00,34.56
charlie,2020-05-04T00:00:00,34.3
smartgrid,2020-05-04T00:00:00,34.06
fairtrade,2020-05-04T00:00:00,33.88
project,2020-05-04T00:00:00,33.81
analyst,2020-05-04T00:00:00,33.56
automobile,2020-05-04T00:00:00,33.4
chinese,2020-05-04T00:00:00,33.33
justinbieber,2020-05-04T00:00:00,32.8751
williamhill,2020-05-04T00:00:00,32.64
template,2020-05-04T00:00:00,32.5
syngenta,2020-05-04T00:00:00,32.1
windows,2020-05-04T00:00:00,32.01
creditagricole,2020-05-04T00:00:00,31.64
reservation,2020-05-04T00:00:00,31.6180001
maybank,2020-05-04T00:00:00,31.5
unilever,2020-05-04T00:00:00,31.2
priceline,2020-05-04T00:00:00,31.1
charles,2020-05-04T00:00:00,31.1
clevelandclinic,2020-05-04T00:00:00,31.1
stockholm,2020-05-04T00:00:00,31.0
fintech,2020-05-04T00:00:00,31.0
programming,2020-05-04T00:00:00,31.0
generalelectric,2020-05-04T00:00:00,31.0
commodity,2020-05-04T00:00:00,30.99
quickbet,2020-05-04T00:00:00,30.0
huffingtonpost,2020-05-04T00:00:00,30.0
tigerdirect,2020-05-04T00:00:00,30.0
orderbook,2020-05-04T00:00:00,29.1
developer,2020-05-04T00:00:00,29.0
rosneft,2020-05-04T00:00:00,28.89
fidorbank,2020-05-04T00:00:00,28.5
patreon,2020-05-04T00:00:00,27.79
columbia,2020-05-04T00:00:00,27.6180001
hillary,2020-05-04T00:00:00,27.0
logistics,2020-05-04T00:00:00,27.0
travelocity,2020-05-04T00:00:00,27.0
scottrade,2020-05-04T00:00:00,26.88
calendar,2020-05-04T00:00:00,26.8752
stockmarket,2020-05-04T00:00:00,26.84
natixis,2020-05-04T00:00:00,26.752
tracking,2020-05-04T00:00:00,26.67
draftday,2020-05-04T00:00:00,26.67
raytheon,2020-05-04T00:00:00,26.62
mayoclinic,2020-05-04T00:00:00,26.56
argentina,2020-05-04T00:00:00,26.281
copyright,2020-05-04T00:00:00,26.1
automation,2020-05-04T00:00:00,26.0
houston,2020-05-04T00:00:00,25.88
fantasydraft,2020-05-04T00:00:00,25.67
international,2020-05-04T00:00:00,25.6
retirement,2020-05-04T00:00:00,25.55
redcross,2020-05-04T00:00:00,25.5
advertising,2020-05-04T00:00:00,25.11
scotiabank,2020-05-04T00:00:00,25.02
saudiaramco,2020-05-04T00:00:00,25.0
biology,2020-05-04T00:00:00,25.0
merchant,2020-05-04T00:00:00,25.0
username,2020-05-04T00:00:00,25.0
electricity,2020-05-04T00:00:00,25.0
commbank,2020-05-04T00:00:00,25.0
christian,2020-05-04T00:00:00,25.0
document,2020-05-04T00:00:00,25.0
bugbounty,2020-05-04T00:00:00,25.0
victory,2020-05-04T00:00:00,25.0
healthnet,2020-05-04T00:00:00,25.0
support,2020-05-04T00:00:00,25.0
888casino,2020-05-04T00:00:00,24.92
socialmedia,2020-05-04T00:00:00,24.9
retailer,2020-05-04T00:00:00,24.5
openpay,2020-05-04T00:00:00,24.2
translator,2020-05-04T00:00:00,24.17
